roadmap_item_id,product,hierarchy_level,parent_id,title,description,status,percent_complete,start_date,end_date,target_quarter,owner,stack_rank,prod_date_projected,old_prod_date_projected,customer_facing_date,source_system,source_key,source_file,theme,aop_goal,priority
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-169,IDT,Initiative,,Sprint Reliability,"G1 vs SR 20 recon failed, IMS Recon faled because of duck db version upgrade",In Progress,40,,,,,,27-February-2026,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-169,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-170,IDT,Initiative,,Payment Blocking - Handle onboarding issues for new clients,Payment Blocking - Handle onboarding issues for new clients,To Do,40,,,,,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-170,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-171,IDT,Initiative,,Solve file split logic in data browser,Solve file split logic in data browser,To Do,40,,,,,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-171,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
11,Notice Tracker,Initiative,,FY extraction,Financial Year details are there in the PDF but we are not extracting the same from PDF,Not Started,0,,,,,11,,,,Roadmap CSV,11,Notice Tracker __ RoadMap - Sheet1.csv,,,P0
12,Notice Tracker,Initiative,,Attachments,Unable to upload attachments beyond 5MB size,Done,100,,,,,12,,,,Roadmap CSV,12,Notice Tracker __ RoadMap - Sheet1.csv,,,P0
13,Notice Tracker,Initiative,,Sync with GSTN,Add AI communication modal post sync complete,Not Started,0,,,,,13,,,,Roadmap CSV,13,Notice Tracker __ RoadMap - Sheet1.csv,,,P0
18,Notice Tracker,Initiative,,Auto Case status update logic,All cases with REG form name should be auto-closed after 30 days of source date,Not Started,0,,,,,18,,,,Roadmap CSV,18,Notice Tracker __ RoadMap - Sheet1.csv,,,P0
18,Notice Tracker,Initiative,,GST AI,"For manual cases, how will AI summary and sync work? Prajit Nandeshwar to come back on the solution",Not Started,0,,,,,18,,,,Roadmap CSV,18,Notice Tracker __ RoadMap - Sheet1.csv,,,P0
18,Notice Tracker,Initiative,,API integration,API integration to trigger emails automatically for new notices,Not Started,0,,,,,18,,,,Roadmap CSV,18,Notice Tracker __ RoadMap - Sheet1.csv,,,P0
20,Notice Tracker,Initiative,,Email,Add form name in the due date and new cases email (Trent Ask),Not Started,0,,,,,20,,,,Roadmap CSV,20,Notice Tracker __ RoadMap - Sheet1.csv,,,P0
1,Notice Tracker,Initiative,,Sync with GSTN > Connect,User name and password are not persisting. Clicked on Save User ID and password during earlier sync,Not Started,0,,,,,1,,,,Roadmap CSV,1,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
3,Notice Tracker,Initiative,,Reply > Upload Documents,Unable to view the last set of docs when > 12 docs are uploaded in the Add Reply flow,Not Started,0,,,,,3,,,,Roadmap CSV,3,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
4,Notice Tracker,Initiative,,Add Pre Adjudication case,Added case manually with all details but FY details are not persisting in Edit flow although visible in case details flow,Not Started,0,,,,,4,,,,Roadmap CSV,4,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
6,Notice Tracker,Initiative,,Excel Report,Manually Added last reply details are neither coming in excel report nor on UI,Not Started,0,,,,,6,,,,Roadmap CSV,6,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
7,Notice Tracker,Initiative,,Form Name Extraction,Form name GSTR-3A extracted as R3A while the filter dropdown is still GSTR-3A,Not Started,0,,,,,7,,,,Roadmap CSV,7,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
8,Notice Tracker,Initiative,,Files Hub and History,Clear AI tab is wrongly visible here to be removed for non-gst flows,Not Started,0,,,,,8,,,,Roadmap CSV,8,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
9,Notice Tracker,Initiative,,Files Hub and History,Clear AI tab is wrongly visible here to be removed for non-gst flows,Not Started,0,,,,,9,,,,Roadmap CSV,9,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
10,Notice Tracker,Initiative,,Communications Actions Required,Overlapping of DIN Reference No and Communication Date on UI,Not Started,0,,,,,10,,,,Roadmap CSV,10,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
14,Notice Tracker,Initiative,,PAN level dashboard,Remove the tag 'Powered with Clear Intelligence' on the top right of all pages,Not Started,0,,,,,14,,,,Roadmap CSV,14,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
15,Notice Tracker,Initiative,,PAN level dashboard,"Change the name from 'Clear Intelligence' to ""Clear AI' in tooltips and everywhere possible",Not Started,0,,,,,15,,,,Roadmap CSV,15,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
17,Notice Tracker,Initiative,,PAN level dashboard,Fix the case id and Reference id to the left and Reasons and SUmmary to the right and make the rest of the columns scrollable,Not Started,0,,,,,17,,,,Roadmap CSV,17,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
18,Notice Tracker,Initiative,,Manual case addition,"For audit case, the FY input field should have a multi FY selection",Not Started,0,,,,,18,,,,Roadmap CSV,18,Notice Tracker __ RoadMap - Sheet1.csv,,,P1
2,Notice Tracker,Initiative,,Reply > Upload Documents,Unable to see description and file limit text on windows machine (100% zoom),Not Started,0,,,,,2,,,,Roadmap CSV,2,Notice Tracker __ RoadMap - Sheet1.csv,,,P2
5,Notice Tracker,Initiative,,Add Post Adjudication case,Overlap and change in position of Applicable Financial year Filter,Not Started,0,,,,,5,,,,Roadmap CSV,5,Notice Tracker __ RoadMap - Sheet1.csv,,,P2
16,Notice Tracker,Initiative,,PAN level dashboard,"The tags used here are old style, change it to the new ones and alsp add ellipses instead of going into the next line",Not Started,0,,,,,16,,,,Roadmap CSV,16,Notice Tracker __ RoadMap - Sheet1.csv,,,P2
18,Notice Tracker,Initiative,,Case level details,The logos should be next to tthe values instead of the titles like we show in the table,Not Started,0,,,,,18,,,,Roadmap CSV,18,Notice Tracker __ RoadMap - Sheet1.csv,,,P2
18,Notice Tracker,Initiative,,Case level details - Activity hub,UI upgrade required: - Corner radius to be added for the 'Clear AI' module - Keep the size of this module constant across the tabs,Not Started,0,,,,,18,,,,Roadmap CSV,18,Notice Tracker __ RoadMap - Sheet1.csv,,,P2
19,Notice Tracker,Initiative,,Table,Data browser integration for Notice Tracker table,Not Started,0,,,,,19,,,,Roadmap CSV,19,Notice Tracker __ RoadMap - Sheet1.csv,,,P2
